earnings_date,report_time,symbol,company_name,exchange,country,fiscal_quarter_ending,consensus_eps_forecast,number_of_estimates,last_year_report_date,last_year_eps,eps_yoy_change_pct,earnings_expectation,nasdaq_market_cap,price,daily_change_pct,volume,technical_market_cap,52_week_low,52_week_high,distance_from_52w_low_pct,distance_from_52w_high_pct,rsi_14,rsi_signal,macd,macd_signal_line,macd_direction,sma_20,sma_50,sma_200,ema_20,ema_50,ema_200,trend_structure,bollinger_lower,bollinger_upper,bollinger_position,stochastic_k,stochastic_d,adx,adx_plus_di,adx_minus_di,cci_20,momentum,vwma,atr_14,atr_pct,relative_volume_10d,return_1m_pct,return_3m_pct,return_6m_pct,technical_rating_score,technical_rating,bullish_bearish_signal,moving_average_rating,oscillator_rating,future_bias_not_forecast,one_month_scenario_low,one_month_scenario_high,scenario_range_pct,data_status,earnings_source,technical_source,captured_at_utc
2026-09-28,Time not supplied,AIAI,AIAI Holdings Corporation,NASDAQ,United States,Jun/2026,,2.0,N/A,,,Insufficient EPS comparison,296783584.0,4.18,-0.47619047619048716,379767.0,327138314.0,3.3501,19.57,24.77239485388496,-78.64077669902912,42.22564050100658,Neutral,-0.8047001207208329,-0.9082839110674319,Bullish,4.747749999999996,7.0023,,4.694918027791168,7.1358359104143565,,Unavailable,2.9862549673643635,6.509245032635629,Middle third,13.668289595075997,8.80906588436686,20.146946290291197,21.249649161692833,22.889660132205023,-61.10448501579848,-2.4400000000000004,5.8647506099145765,0.9216461720290836,22.04895148394937,0.2120093229682768,-7.522123893805308,-66.53322658126501,-65.16666666666667,-0.2727272727272727,Sell,Neutral,Strong Sell,Unavailable,Neutral / mixed technical bias,0.0,8.403513347289568,101.04098916960689,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-28,https://www.tradingview.com/symbols/NASDAQ-AIAI/,2026-09-06T07:14:29+00:00
2026-09-21,Time not supplied,MSB,Mesabi Trust,NYSE,United States,Jul/2026,,1.0,N/A,0.36,,Insufficient EPS comparison,308320224.0,23.9,1.7021276595744619,15222.0,313568220.0,21.6,42.38,10.64814814814814,-43.60547428032091,52.293677037106804,Neutral,0.1551075361826939,0.0458758767592938,Bullish,23.551499999999983,23.75779999999998,29.608299999999975,23.675421059888688,24.04170380516752,27.410099745944507,Mixed,22.487088895208828,24.615911104791138,Middle third,54.90386057187677,67.03647486373536,17.39947402262151,18.50661999166818,15.143833521451908,32.70938493963009,1.129999999999999,23.399299232169515,0.9912521589484441,4.147498573006043,0.4393910528412338,5.892778023925557,-7.507739938080499,-21.303918340467572,0.11212121212121212,Buy,Neutral,Buy,Neutral,Neutral / mixed technical bias,19.357511948830357,28.44248805116964,19.006226155521517,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-21,https://www.tradingview.com/symbols/NYSE-MSB/,2026-09-06T07:14:29+00:00
2026-09-10,After hours,ZUMZ,Zumiez Inc.,NASDAQ,United States,Jul/2026,-0.14,2.0,9/04/2025,-0.06,-133.33333333333337,Forecast EPS decline,298638208.0,18.03,1.8644067796610275,167513.0,304206053.0,15.09,31.7,19.483101391650102,-43.12302839116718,45.70247745670105,Neutral,-0.310336351063043,-0.2915649345295178,Bearish,18.29525000000002,18.59809999999999,22.798900000000007,18.301717487284115,18.92245908905572,20.73178911744495,Bearish alignment,17.287304192926076,19.303195807073966,Middle third,41.75941579787729,38.180263131133366,21.363561022472147,17.38837976698221,26.804236051940737,-70.80400124641001,-0.23999999999999844,18.337262508680237,0.6888019555918367,3.820310347153836,0.8184924880436079,-8.84732052578362,19.483101391650106,-24.874999999999996,-0.5363636363636364,Strong Sell,Bearish,Strong Sell,Sell,Bearish technical bias,14.8735128996668,21.186487100333203,17.506861344055473,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-10,https://www.tradingview.com/symbols/NASDAQ-ZUMZ/,2026-09-06T07:14:29+00:00
2026-09-14,After hours,PLAY,"Dave & Buster's Entertainment, Inc.",NASDAQ,United States,Jul/2026,0.19,3.0,9/15/2025,0.4,-52.5,Forecast EPS decline,301617984.0,8.72,0.5767012687427994,2032436.0,303357441.0,8.3,24.99,5.060240963855422,-65.10604241696679,39.454539175158494,Neutral,-0.4373366345003653,-0.325631527386571,Bearish,9.715000000000005,10.21159999999999,13.491474999999978,9.569551591243195,10.207728453544346,13.597137797974012,Bearish alignment,8.48035835158556,10.94964164841445,Lower third,26.60062059648592,21.588413331123494,13.696847136690977,18.018887230997507,25.64231829713607,-132.54431254167872,-1.5299999999999994,9.576124967893191,0.5979394362582057,6.857103626814284,1.2783732315751841,-16.991908614945263,-22.831858407079643,-40.27397260273972,-0.4,Sell,Bearish,Strong Sell,Unavailable,Bearish technical bias,5.97989727234755,11.460102727652451,31.423196418032685,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-14,https://www.tradingview.com/symbols/NASDAQ-PLAY/,2026-09-06T07:14:29+00:00
2026-09-09,Pre-market,JILL,"J. Jill, Inc.",NYSE,United States,Jul/2026,0.58,2.0,9/03/2025,0.81,-28.39506172839507,Forecast EPS decline,289758432.0,19.98,3.09597523219815,92384.0,298729266.0,10.405,20.8927,92.02306583373381,-4.3685114896590775,62.17824963475957,Neutral,0.47490818154470915,0.6221492312011043,Bearish,19.526000000000003,17.9896,15.3812,19.353120435417537,18.06955751900832,16.26199397120873,Bullish alignment,18.395152530179548,20.65684746982046,Upper third,47.07205194955889,43.35816469701706,18.487909664098257,20.842426758359903,16.06880221401157,50.616581557134275,-0.23000000000000043,19.647446069742227,0.9266343007398751,4.637809313012388,1.205753641706463,3.523316062176164,51.24905374716124,19.354838709677434,0.5575757575757576,Strong Buy,Neutral,Strong Buy,Buy,Neutral / mixed technical bias,15.733628175317047,24.226371824682953,21.25311223565041,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-09,https://www.tradingview.com/symbols/NYSE-JILL/,2026-09-06T07:14:29+00:00
2026-10-06,Time not supplied,SAR,Saratoga Investment Corp,NYSE,United States,Aug/2026,0.47,3.0,10/07/2025,0.58,-18.96551724137931,Forecast EPS decline,285757888.0,17.64,-0.7315700619020765,297166.0,283667339.0,17.34,25.145,1.730103806228378,-29.84688804931398,30.15086228058287,Neutral,-0.42904791916082274,-0.3850697664515579,Bearish,18.648999999999948,19.344200000000054,21.91149999999998,18.54845992734363,19.39037269545911,21.474831692632655,Bearish alignment,17.56007576020749,19.737924239792406,Lower third,13.070465717983595,14.789046888097788,36.672394584026705,9.327268616396108,33.68190817445312,-162.54948061648452,-0.7899999999999991,18.494482313335283,0.42200873440182024,2.3923397641826543,2.1945160361265166,-9.584828293182989,-21.425389755011132,-24.93617021276596,-0.4666666666666667,Sell,Bearish,Strong Sell,Unavailable,Bearish technical bias,15.706113030671144,19.573886969328857,10.963078057419818,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-10-06,https://www.tradingview.com/symbols/NYSE-SAR/,2026-09-06T07:14:29+00:00
2026-09-09,After hours,GLOO,"Gloo Holdings, Inc.",NASDAQ,United States,Jul/2026,-0.11,,N/A,,,Insufficient EPS comparison,294013056.0,3.095,1.1437908496732072,110375.0,275797491.0,2.94,9.9804,5.272108843537415,-68.9892188689832,39.35026364875274,Neutral,-0.10898480461662263,-0.09467306864000834,Bearish,3.312250000000001,3.4486999999999957,,3.2790613524829784,3.625969793730946,,Unavailable,3.031777630594408,3.592722369405594,Lower third,7.595785440613064,8.826016996837064,14.61378826588318,13.528320149618795,21.229525206961178,-161.50634404508278,-0.34499999999999975,3.28530184277994,0.2185978298061772,7.062934727178584,1.1900154068585858,-11.318051575931232,-42.4721189591078,-47.36394557823128,-0.24825174825174828,Sell,Neutral,Strong Sell,Buy,Neutral / mixed technical bias,2.0932588981601192,4.096741101839881,32.366433015828136,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-09,https://www.tradingview.com/symbols/NASDAQ-GLOO/,2026-09-06T07:14:29+00:00
2026-09-09,After hours,LMNR,Limoneira Co,NASDAQ,United States,Jul/2026,0.16,3.0,9/09/2025,-0.05,420.0,Forecast turnaround to profit,271980096.0,14.99,-0.06666666666666525,49663.0,271798790.0,11.665,16.4403,28.504072010287196,-8.821615177338614,71.26481752463954,Overbought,0.2944673933803337,0.17894017039380233,Bullish,14.013499999999999,13.64750000000001,13.519274999999952,14.073197429609092,13.714362500879705,13.898961246481123,Bullish alignment,13.18107522862393,14.845924771376067,At/above upper band,92.35948656400664,85.341712499573,27.69372671024281,38.56495260591143,13.720732449364096,243.24122525930855,1.1400000000000006,14.118490222145985,0.3575015568656547,2.384933668216509,0.6506217608434777,10.382916053019146,25.86062132661629,7.071428571428574,0.4,Buy,Bullish,Strong Buy,Unavailable,Bullish technical bias,13.351722054598579,16.628277945401422,10.929139062050847,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-09,https://www.tradingview.com/symbols/NASDAQ-LMNR/,2026-09-06T07:14:29+00:00
2026-09-10,Pre-market,DBI,Designer Brands Inc.,NYSE,United States,Jul/2026,0.25,1.0,9/09/2025,0.34,-26.470588235294123,Forecast EPS decline,261501952.0,5.26,2.135922330097076,661181.0,267088850.99999997,3.11,9.17,69.13183279742765,-42.639040348964016,38.384370463220904,Neutral,-0.23244037513061944,-0.1691092923145569,Bearish,5.740999999999998,5.825799999999991,6.516150000000003,5.633253278397996,5.937019630756051,6.051795218663778,Bearish alignment,4.9729921875397025,6.509007812460293,Lower third,10.366026403762271,9.509332605892006,23.699596735321368,11.892740732225882,27.780000441264036,-117.93436442919561,-0.4900000000000002,5.67432065398216,0.2897064423124158,5.507727040159996,1.2680267980962174,-20.663650075414782,-41.360089186176154,-18.952234206471502,-0.26363636363636367,Sell,Bearish,Strong Sell,Buy,Bearish technical bias,3.932398298786997,6.587601701213003,25.23957606868827,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-10,https://www.tradingview.com/symbols/NYSE-DBI/,2026-09-06T07:14:29+00:00
2026-09-21,Time not supplied,USAU,U.S. Gold Corp.,NASDAQ,United States,Jul/2026,-0.23,1.0,9/15/2025,-0.15,-53.33333333333334,Forecast EPS decline,272185920.0,16.15,-1.9429265330904695,104859.0,266897497.0,12.225,23.75,32.10633946830266,-32.00000000000001,55.91970144227425,Neutral,0.36540483977182525,0.3605996195683119,Bullish,15.722999999999994,15.030500000000002,16.543499999999995,15.69776312604371,15.35674772236643,15.448018853082978,Mixed,14.488445829458868,16.95755417054112,Upper third,63.67980884109911,52.92712066905614,23.076952959796156,30.736431121603328,16.02647628362544,58.69220805943783,-0.23000000000000043,15.730916639596558,0.7217991145893597,4.469344362782414,0.5764093193841607,10.616438356164377,3.7251123956326158,-8.75706214689266,0.4454545454545455,Buy,Neutral,Strong Buy,Neutral,Neutral / mixed technical bias,12.842300920842153,19.457699079157845,20.481108849274584,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-21,https://www.tradingview.com/symbols/NASDAQ-USAU/,2026-09-06T07:14:29+00:00
2026-09-10,After hours,AENT,Alliance Entertainment Holding Corporation,NASDAQ,United States,Jun/2026,0.02,1.0,9/10/2025,0.11,-81.81818181818181,Forecast EPS decline,262035296.0,5.13,-0.19455252918287524,6380.0,261525505.00000003,4.36,8.8,17.660550458715598,-41.70454545454546,39.35127388835109,Neutral,-0.1664156136434487,-0.1258959729061389,Bearish,5.446775000000004,5.6744099999999875,6.503577499999998,5.382160819135895,5.6240454904118895,6.032896021143982,Bearish alignment,4.940140568185736,5.953409431814272,Lower third,34.56442543755444,29.76483718532599,20.34063295639886,11.250635979627743,21.266266721636033,-112.95092713647956,-0.4900000000000002,5.226630788382939,0.3117493536919131,6.076985452084076,0.23705751431448394,-6.72727272727273,-10.000000000000005,-21.19815668202765,-0.49090909090909096,Sell,Bearish,Strong Sell,Sell,Bearish technical bias,3.7013849888532473,6.5586150111467525,27.84824583132071,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-10,https://www.tradingview.com/symbols/NASDAQ-AENT/,2026-09-06T07:14:29+00:00
2026-09-08,Time not supplied,AREC,American Resources Corporation,NASDAQ,United States,Jun/2026,-0.09,2.0,8/19/2025,-0.1,10.000000000000009,Forecast EPS growth,261009904.0,2.43,-0.40983606557376173,2004732.0,259940206.0,1.475,7.11,64.7457627118644,-65.82278481012658,50.116048573473044,Neutral,0.04669574298500079,0.1002940236917811,Bearish,2.6294999999999993,2.1898,2.5807750000000014,2.4647034541779176,2.3369818038539183,2.3650263956311455,Mixed,2.2467481221469843,3.0122518778530143,Lower third,25.862068965517242,18.261212530989408,19.29951895547102,24.838162765017064,21.48998281314654,-73.10440762303314,-0.25,2.6732059847989706,0.17292842738081196,7.11639618851078,1.2198543877213062,18.53658536585368,5.422993492407809,-23.34384858044163,0.02121212121212121,Neutral,Neutral,Buy,Neutral,Neutral / mixed technical bias,1.6375423917177554,3.222457608282245,32.61142420914588,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-08,https://www.tradingview.com/symbols/NASDAQ-AREC/,2026-09-06T07:14:29+00:00
2026-09-16,After hours,ALMU,"Aeluma, Inc.",NASDAQ,United States,Jun/2026,,2.0,N/A,-0.01,,Insufficient EPS comparison,234857440.0,12.94,0.8573655494933705,286084.0,249297795.99999997,10.24,31.79,26.3671875,-59.295375904372435,36.27202828706641,Neutral,-1.1973970426969789,-1.039132575703833,Bearish,15.070999999999989,16.288699999999995,17.731000000000012,14.452658530345573,16.33109496382609,17.37260047584007,Bearish alignment,10.969566592031413,19.172433407968565,Lower third,7.770214363606807,5.451836822469467,26.044776882020287,15.644372940788232,29.990387624201528,-79.85039804135218,-1.83,14.99324326382725,1.0473174952161632,8.09364370337066,0.6198592249354647,-26.368498918857412,-50.929086082669706,-14.304635761589404,-0.4,Sell,Bearish,Strong Sell,Unavailable,Bearish technical bias,8.140588301520381,17.739411698479618,37.08973491869876,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-16,https://www.tradingview.com/symbols/NASDAQ-ALMU/,2026-09-06T07:14:29+00:00
2026-09-10,Pre-market,LOVE,The Lovesac Company,NASDAQ,United States,Jul/2026,-0.39,2.0,9/11/2025,-0.45,13.333333333333334,Forecast EPS growth,233482768.0,16.69,4.6394984326018935,178615.0,244315208.0,10.33,20.87,61.56824782187804,-20.028749401054146,51.952213813167724,Neutral,-0.26083749510210197,-0.25478712306612494,Bearish,16.531750000000002,16.953800000000015,15.000074999999992,16.393035235669263,16.527232109633424,16.078037169019808,Mixed,15.162833366307673,17.90066663369233,Middle third,43.55479534732012,28.851305312211082,9.235302302928904,24.864882354892085,22.014237781950165,-8.144565816577979,0.620000000000001,16.43542526657176,0.7333519659961941,4.393960251624889,1.0091128913797585,-7.432057681641708,2.0795107033639133,39.54849498327759,0.3787878787878788,Buy,Neutral,Strong Buy,Neutral,Neutral / mixed technical bias,13.32935910477776,20.05064089522224,20.135655453698266,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-10,https://www.tradingview.com/symbols/NASDAQ-LOVE/,2026-09-06T07:14:29+00:00
2026-09-10,Pre-market,FLWS,"1-800-FLOWERS.COM, Inc.",NASDAQ,United States,Jun/2026,-0.72,3.0,9/04/2025,-0.69,-4.347826086956526,Forecast EPS broadly flat,229472576.0,3.73,4.1899441340782095,142298.0,239087343.0,2.885,7.1,29.28942807625652,-47.46478873239436,45.10436388440314,Neutral,-0.10014499411444389,-0.06878562157951038,Bearish,3.8692499999999983,3.8903000000000008,3.860249999999996,3.8038390052920237,3.8913956010435213,4.100069310236971,Negative / mixed,3.483889454536349,4.254610545463647,Lower third,32.692307692307686,22.13516935739157,24.168631355453048,13.566343612094649,28.014430938368307,-80.56617696384293,-0.2400000000000002,3.874155131342098,0.18610711272318012,4.9894668290396815,0.6479090637969461,-9.685230024213073,-16.367713004484305,7.492795389048985,-0.35757575757575755,Sell,Bearish,Strong Sell,Sell,Bearish technical bias,2.877150068576348,4.582849931423652,22.86460942154563,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-10,https://www.tradingview.com/symbols/NASDAQ-FLWS/,2026-09-06T07:14:29+00:00
2026-09-09,Pre-market,PPIH,"Perma-Pipe International Holdings, Inc.",NASDAQ,United States,Jul/2026,,1.0,N/A,0.1,,Insufficient EPS comparison,224107168.0,28.38,2.900652646845543,64522.0,230607738.00000003,21.96,36.72,29.23497267759563,-22.712418300653592,63.3035692636293,Neutral,0.43598050693094237,0.3145963633500776,Bullish,26.897500000000008,26.02299999999998,29.37922500000001,26.920665092213547,26.879627251150666,27.600690674535556,Mixed,25.78935064183642,28.005649358163595,At/above upper band,75.53109682284531,63.64024991235204,17.359670678300926,24.1579444278174,13.292793033674828,186.9787255883182,0.7699999999999996,26.969468556135958,0.986531874590875,3.476151777980532,0.756715169839291,9.322033898305078,-13.078101071975496,-7.436399217221139,0.46969696969696967,Buy,Neutral,Strong Buy,Buy,Neutral / mixed technical bias,23.859143009200633,32.90085699079937,15.929728649751116,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-09,https://www.tradingview.com/symbols/NASDAQ-PPIH/,2026-09-06T07:14:29+00:00
2026-10-05,Time not supplied,NEOV,NeoVolta Inc.,NASDAQ,United States,Jun/2026,-0.1,2.0,9/29/2025,-0.05,-100.0,Forecast EPS decline,224857600.0,3.86,1.0471204188481684,976840.0,227212127.00000003,1.36,7.13,183.82352941176467,-45.862552594670404,60.957001676367916,Neutral,0.30101395340759884,0.28979743471765773,Bullish,3.49225,2.8257,3.1999000000000013,3.4407795369860605,3.0264581066144745,3.1173876386431907,Positive / mixed,2.896192326615953,4.088307673384047,Upper third,62.14903193541474,62.14903193541473,29.487383260772145,29.37979410238325,15.715556342831432,96.83403063190103,0.52,3.6569766951323825,0.3464122390433519,8.97441033791067,0.43682930185345686,42.96296296296295,92.03980099502489,24.115755627009648,0.5818181818181818,Strong Buy,Bullish,Strong Buy,Buy,Bullish technical bias,2.272539692924703,5.447460307075296,41.12591469106987,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-10-05,https://www.tradingview.com/symbols/NASDAQ-NEOV/,2026-09-06T07:14:29+00:00
2026-09-09,Time not supplied,NBP,NovaBridge Biosciences,NASDAQ,United States,Jun/2026,-0.14,1.0,8/20/2025,-0.07,-100.0,Forecast EPS decline,207687040.0,1.8,,71520.0,208798589.0,1.46,6.79,23.28767123287672,-73.49042709867453,47.629339946987876,Neutral,,0.01654161546697277,Unavailable,1.8705000000000012,1.830799999999997,2.69825,1.8321479144993307,1.8442330141004255,2.3635399395534558,Negative / mixed,1.730432159294293,2.0105678407057095,Lower third,29.100529100529087,22.65927969693426,16.773085303120634,15.335894734367583,21.754891581503855,-82.44750009076573,-0.19999999999999996,1.8781038746086878,0.09741944041413797,5.412191134118776,0.24657146038773636,9.0909090909091,1.1235955056179785,-49.43820224719101,-0.49090909090909096,Sell,Neutral,Strong Sell,Sell,Neutral / mixed technical bias,1.3535680401419727,2.2464319598580276,24.801775547668186,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-09,https://www.tradingview.com/symbols/NASDAQ-NBP/,2026-09-06T07:14:29+00:00
2026-09-09,Time not supplied,LKSP,Lake Superior Acquisition Corp.,NASDAQ,United States,Jun/2026,,,N/A,,,Insufficient EPS comparison,,10.22,0.19607843137256228,5227.0,199562530.6679707,9.89,10.22,3.336703741152669,0.0,71.63370182082033,Overbought,0.015535278824287957,0.012589415869020761,Bullish,10.180985000000002,10.158289999999997,,10.184842799480538,10.157483986870874,,Unavailable,10.145245314775867,10.216724685224136,At/above upper band,88.88888888888823,89.81481481481444,34.43364774396205,55.41563091263672,23.526553533143797,158.65765851492074,0.05000000000000071,10.183891782059954,0.010085658329850993,0.09868550224903123,0.0766965460876251,0.4916420845624455,0.8884501480750232,1.8943170488534526,0.5979020979020979,Strong Buy,Bullish,Strong Buy,Buy,Bullish technical bias,10.173781707269997,10.266218292730004,0.45223378405092035,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-09,https://www.tradingview.com/symbols/NASDAQ-LKSP/,2026-09-06T07:14:29+00:00
2026-09-15,Time not supplied,ESP,Espey Mfg. & Electronics Corp.,AMEX,United States,Jun/2026,,2.0,N/A,1.05,,Insufficient EPS comparison,187424880.0,63.35,1.2627877237851648,21868.0,189791660.0,36.0001,74.77,75.97173341185162,-15.273505416610933,54.10686094712138,Neutral,0.350456616446273,0.5352517574728053,Bearish,63.32349999999998,61.53939999999998,57.02299999999995,62.609003569149586,61.94052114421681,56.8853842581622,Bullish alignment,61.21807581470865,65.42892418529132,Middle third,26.16763188148994,19.195918495428224,16.55881187218983,15.650499491477657,15.116514780466215,-20.4464307699846,-1.4299999999999997,63.287837622286396,1.9072936181462865,3.010723943403767,0.9168549878202683,3.801409143044405,12.602204052612874,17.838541666666675,0.4212121212121212,Buy,Neutral,Strong Buy,Neutral,Neutral / mixed technical bias,54.60968262233845,72.09031737766156,13.796870367263702,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-15,https://www.tradingview.com/symbols/AMEX-ESP/,2026-09-06T07:14:29+00:00
2026-09-10,Time not supplied,EVI,"EVI Industries, Inc.",AMEX,United States,Jun/2026,,2.0,N/A,0.14,,Insufficient EPS comparison,167684544.0,13.66,4.834996162701464,92897.0,175792080.99999997,12.75,34.82,7.137254901960777,-60.7696726019529,41.02034378392719,Neutral,-0.46972508780505606,-0.30185574017407235,Bearish,14.714499999999997,14.9682,19.393050000000006,14.332024966136238,15.102979960309208,18.441875661451853,Bearish alignment,12.727960546578583,16.701039453421412,Lower third,13.922311782558912,7.4250465546094935,19.04030068751565,12.850633245725454,22.957536297529774,-97.67401112201128,-1.4800000000000004,14.979398964320206,0.926607200192409,6.783361641232863,2.5177931602712476,-4.073033707865169,-21.942857142857143,-30.44806517311609,-0.35454545454545455,Sell,Bearish,Strong Sell,Neutral,Bearish technical bias,9.413752365627186,17.906247634372814,31.085268187209476,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-10,https://www.tradingview.com/symbols/AMEX-EVI/,2026-09-06T07:14:29+00:00
2026-09-08,Time not supplied,ELME,Elme Communities,NYSE,United States,Jun/2026,,,N/A,0.24,,Insufficient EPS comparison,149281248.0,1.69,0.5952380952380958,421129.0,150169822.0,1.26,17.68,34.12698412698412,-90.44117647058823,60.936058014407934,Neutral,0.017191960008210216,0.012599706940041422,Bullish,1.6515000000000009,1.5921999999999994,4.596900000000006,1.6580325508207583,1.6989672548334789,4.684779058731727,Mixed,1.588802312642377,1.7141976873576248,Upper third,76.66666666666661,76.38888888888883,27.049915250379243,25.735526049843173,9.976796187897353,81.1319334687915,0.030000000000000027,1.6586650148331903,0.03012897677294513,1.7827796907068125,0.6241046989135606,3.680981595092028,-17.560975609756092,-22.477064220183493,0.17878787878787877,Buy,Neutral,Buy,Neutral,Neutral / mixed technical bias,1.5519316833264125,1.8280683166735874,8.169722880093929,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-08,https://www.tradingview.com/symbols/NYSE-ELME/,2026-09-06T07:14:29+00:00
2026-09-15,Time not supplied,EPM,"Evolution Petroleum Corporation, Inc.",AMEX,United States,Jun/2026,0.01,3.0,9/16/2025,0.03,-66.66666666666666,Forecast EPS decline,133014416.0,3.68,-0.540540540540541,278892.0,147953834.0,3.19,5.7,15.36050156739812,-35.43859649122807,51.27099981997086,Neutral,-0.014996364498106374,-0.03754995470536846,Bullish,3.642000000000001,3.6845999999999965,4.066099999999981,3.6426616871683883,3.743813597019481,4.120363226311613,Negative / mixed,3.3748221566073417,3.90917784339266,Middle third,67.18346253229974,67.52799310938845,12.245086976457468,24.71671104753959,28.037999258311313,14.946281668284437,0.15000000000000036,3.5331463802407392,0.1300509138601276,3.5339922244599893,0.504527764566735,3.3707865168539355,-18.403547671840347,-18.584070796460168,,Unavailable,Neutral,Unavailable,Unavailable,Insufficient technical data,3.084031843037784,4.275968156962216,16.194786873973268,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-15,https://www.tradingview.com/symbols/AMEX-EPM/,2026-09-06T07:14:29+00:00
2026-10-05,Time not supplied,TRAK,"ReposiTrak, Inc.",NYSE,United States,Jun/2026,,6.0,N/A,0.09,,Insufficient EPS comparison,143752896.0,7.92,0.12642225031605292,46885.0,143934635.0,6.94,18.05,14.121037463976949,-56.121883656509695,41.359142947391355,Neutral,-0.18945311655817854,-0.19460302499872031,Bullish,8.138499999999997,8.5524,9.758750000000001,8.134360135442416,8.481286395910443,10.299638801643567,Bearish alignment,7.647326914417934,8.62967308558206,Lower third,46.02328599859081,43.226155581877485,25.843976223918375,9.743611665877332,18.823791222478647,-81.52054636758088,-0.08000000000000007,8.123596017839235,0.3833354925897212,4.840094603405571,0.4618979735993561,-10.407239819004525,-21.584158415841582,-10.305775764439412,-0.49090909090909096,Sell,Neutral,Strong Sell,Sell,Neutral / mixed technical bias,6.163336088644419,9.67666391135558,22.180099890853295,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-10-05,https://www.tradingview.com/symbols/NYSE-TRAK/,2026-09-06T07:14:29+00:00
2026-09-11,Pre-market,HOFT,Hooker Furnishings Corporation,NASDAQ,United States,Jul/2026,-0.02,2.0,9/11/2025,-0.31,93.54838709677419,Forecast EPS growth,135989296.0,13.12,3.6334913112164227,35995.0,140930454.0,8.615,18.09,52.29251305861868,-27.47374239911554,38.93874612712398,Neutral,-0.47260338672646895,-0.3398796844245268,Bearish,13.979749999999996,14.593300000000013,13.270274999999996,13.713614331668726,14.123185153394633,13.382612575050011,Negative / mixed,12.428271753294442,15.531228246705549,Lower third,13.615072928930717,10.361980807118236,23.056407715985625,13.757191348904252,22.828900397895175,-102.02404321836467,-1.3500000000000014,13.869741892800498,0.6217557624654467,4.738992091962246,0.8326047030195365,-15.354838709677425,2.2603273577552545,-2.0895522388059784,-0.3090909090909091,Sell,Bearish,Strong Sell,Buy,Bearish technical bias,10.270757154727107,15.969242845272891,21.71678997921412,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-11,https://www.tradingview.com/symbols/NASDAQ-HOFT/,2026-09-06T07:14:29+00:00
2026-09-24,Time not supplied,LGCY,Legacy Education Inc.,AMEX,United States,Jun/2026,0.12,1.0,9/25/2025,0.09,33.33333333333333,Forecast EPS growth,136009408.0,10.52,-2.139534883720934,4389.0,133099442.00000001,7.943,14.7,32.44366108523229,-28.435374149659864,40.28565553929538,Neutral,-0.1807658459668584,-0.2135001002578367,Bullish,10.688500000000007,11.376800000000003,11.418299999999997,10.862749247255552,11.170392847720603,11.193252856150021,Bearish alignment,10.231060386499697,11.145939613500316,Lower third,40.19607843137254,45.29411764705882,21.151638603960134,18.79589605927424,21.75248478708349,-34.24031475701956,-0.030000000000001137,10.78403118845658,0.42849513870896666,4.073147706358999,0.12013598440887294,-12.333333333333337,-5.734767025089611,-24.152847873107422,-0.5121212121212121,Strong Sell,Neutral,Strong Sell,Neutral,Neutral / mixed technical bias,8.556388591945558,12.483611408054442,18.665507681125874,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-24,https://www.tradingview.com/symbols/AMEX-LGCY/,2026-09-06T07:14:29+00:00
